0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
432.5611162135286,510.08539966925366,635.3210853478121,0.5724285477776496,1401.3195508136268,2020.0873414644823,2211.8075375765466,-396027.8083544679,-301059.57798365306,377790.46464368055,289358.8164986379,-228895.49421001502,237158.2343224201,-39761.315315298634,-18685.730133733196,46451.45951807881,38106.00302137464,-12182.061683047476,-31376.11205111271,-0.4396508332465154,-0.09482419019346096,-0.13173073490854156,-0.2600755999543563,-0.16501806235894878,0.18882399550322396,-7.0846923892044025,-7.298146695196581,-0.022839302809186512,-0.0013177969445412698,-0.0029393034157007805,4.77993650094523e-06,0.6252395249381665,-0.02621405393187026,-0.004539514838554193,-84.55070742187723,-0.0038163806728142738,0.008104023704840063,-0.02332291524087938,-1454.536512291729,-17041.172970924865,2.0
482.07335672551903,482.55958910723047,678.1147760602373,1.4488860125167224,1536.9519779141474,1949.8747273439244,2332.2419923746716,-368153.2127288581,-323231.19615779124,350890.50720002525,314743.4052948972,-241112.2602077753,250672.38417279848,-39088.67973183893,-20407.594870018558,49304.69485964397,39754.19967694517,-12325.484586927367,-31582.78976464861,-0.4527011043094824,-0.13344189362967798,-0.2408949345121205,-0.2806747899723435,-0.1664232576796515,0.19165781531460993,-7.2953698301399825,-7.688143318262041,-0.008877461256247237,0.0008477696868076005,-0.0015606926428252575,7.607264103837945e-06,0.67342193468491,-0.01396476101833002,0.0012581803876258826,-86.72158944914673,-0.003924306599146807,0.0158838864614865,-0.02424603440586226,-4956.079826911263,-17823.61291057101,2.0
-349.47030852426036,-179.73783489069444,-141.07620928357645,-4.594981366478609,-1306.0712047327302,-989.1699413916181,-834.2959820691013,-729000.3316945207,-724580.7991866647,673438.6926071174,702744.1189384293,-562263.6000527955,580867.575338716,-50702.644049855364,-24735.175159468796,64328.0498944102,49537.53728073419,-14628.529154282109,-31461.3168665163,-0.4060799342796705,-0.058600747832585724,-0.0058355404400360425,-0.1950631341545006,-0.11520743312455625,0.17718967531338398,-14.583126972897903,-15.671626586312984,-0.02925175218542405,-0.0023133113064961407,-0.0013215997150062518,5.645037283786862e-05,0.9701523933643282,0.008783925821101851,-0.001640667225464155,-100.33399526158854,0.0021195452754750174,0.06367447196660035,-0.020211998619297185,-15086.979918592648,-26478.090549434528,2.0
382.6741562886187,389.360809120509,464.1262235785666,-2.628379790086199,1267.0850193900073,1639.3751351995836,1684.8592789473107,-327556.8756277998,-309365.52721470274,311218.7193821828,301465.79843312467,-221119.339639496,227796.1826465154,-39154.41148238132,-19661.463767423662,44478.67199620622,37905.73588712469,-11736.992544507555,-29868.804374970317,-0.5177370902427877,-0.11803265924392364,-0.18640422182144542,-0.2471887937531067,-0.15092483563044204,0.16760762553667563,-4.518496244152788,-4.377661571386567,-0.006744849833628282,-0.00016746662144720697,-0.0012751884938576052,1.3938485022239145e-06,0.5627568636003493,0.03561571029838047,0.01865126606616611,-81.43511919524538,-0.0027371214094889483,0.016995295426721707,-0.021827394469089458,-1573.5523551167998,-13029.679531459564,2.0
662.5441551517837,333.53978530949183,368.39884191640107,-0.9549961922007034,1969.9784704940566,1413.903321215323,1340.0434453395708,22507.02979632796,-14626.462776312912,5162.14170844534,11568.54979922844,-18165.56350468976,13844.455443400779,-23962.80392471116,-12553.104814152675,27543.678820790792,24824.451748401494,-8521.705337840725,-20788.909748904578,-0.3889736185086004,-0.062462430392046735,-0.21912173373612243,-0.18349508252540578,-0.11596615176277052,0.08317085034113927,3.541957278257409,4.1559238727856505,-0.01648861908356951,-0.0003784874335857199,-0.0029038753807397334,-2.1388675370360862e-05,0.07263991642604371,-0.003465367092438388,-0.004539514838554193,-59.99091311235884,-0.003492602893816676,0.023663749218132944,-0.01967918442696387,3772.8210707687467,-15649.993334086637,2.0
511.69003041748596,386.7838115328667,433.38242313348206,1.2813652081545626,1620.5403267284248,1614.1862431176612,1552.6175804602628,-166880.79390924945,-125167.9757653419,163886.69913648075,128134.19258138178,-75152.3448045557,70368.44002581657,-29540.223231866014,-14426.028744095023,39422.4329528681,28420.951264116575,-9620.208781518988,-24909.54486392208,-0.34769098139159565,-0.06178750601944796,-0.25899350495805207,-0.1738391995591391,-0.12942139191736837,0.11952895066265203,0.7770903016325683,1.5014324816698994,-0.019394671995914218,0.00030655260171313817,-0.0018522897458982932,-1.716817184720217e-05,0.17533590919914258,-0.011048262705582346,0.009954723226895995,-67.19024741975493,-0.004032232525479339,-0.0018986569822767886,-0.022022337952682613,77.56514153404311,-11062.490228591523,2.0
491.79372274292,399.7134990272019,452.99617356013914,-1.1554902756244492,1561.34487478533,1632.4261923722731,1637.7886387596138,-179476.16476876638,-161404.4781072042,177582.7624229025,159740.42824174528,-116727.86107654579,104060.69129250053,-31673.162447348208,-16564.61019568018,36077.42220972214,29634.93183303886,-10410.414429433933,-27653.659060785485,-0.40977003404299417,-0.0954784794494153,-0.18655683152826713,-0.17515450602581123,-0.14040309738211895,0.1474252982123961,0.0322592320546755,0.7291652972425957,-0.01384988744682418,-0.0006881499648916912,-0.0015286666721362947,-1.1684869829470846e-05,0.30168203758432666,-0.014548060680879557,0.0012581803876258826,-73.03536674530831,-0.004895639936139599,-0.007455701808452817,-0.022820194368284304,9856.961106564919,-12051.432800499742,2.0
-347.11976443850443,-277.95609466369916,51.32691267608448,-2.5269859341977496,-606.1775832919315,-615.673877316812,584.9731305857625,-808456.9088499647,-826649.4772490507,743928.2502262945,800660.1800505471,-594762.9512954974,615545.9262407825,-54830.06363441936,-27381.442952624155,74309.0850970167,54400.466392765804,-15397.190258438613,-31979.85549162522,-0.6796904487327835,-0.17778612445420586,-0.4330915270726466,-0.36218674626641106,-0.16537668198184538,0.19752853980890717,-21.974483847372124,-24.020983804543704,-0.04372560080426224,7.688671728382245e-05,0.0012988441463460626,0.0001207860448135736,1.9070955475285658,-0.0022987677673393177,0.03024665651852626,-110.95856514316613,-0.0037084547464817414,0.01366106853101609,-0.023487527123456396,9258.742059954817,-15769.501858739974,2.0
-284.06239511083027,-217.36930161482982,166.32151496850497,2.2756632013758233,-442.7674033039567,-407.37830810342695,931.05334431153,-784057.4484241365,-781457.3010452704,722088.527389705,757435.3735465885,-551261.5250112034,568481.3017666553,-54336.514204230705,-27226.157142294767,73890.85028382439,53732.877065679284,-15065.032316600298,-31979.85549162522,-0.7008479498060277,-0.21124228092834607,-0.47484106602966764,-0.3896286431091954,-0.17018174547625595,0.19752853980890717,-19.694765126358945,-21.52694426486631,-0.07964247334524474,-0.000378648809524411,0.0010990148666739621,0.00011331728085599799,1.8569998043574631,-0.025630754269320724,0.021550113679256147,-110.1341035831886,-0.003600528820149209,0.0158838864614865,-0.023240782836815067,-9863.993957344353,-20584.38019845196,2.0
102.84652674184511,78.15491781936852,337.18175382283715,-0.8558632244048843,541.8134249121879,570.5843222366614,1376.7546215301622,-676990.7588930244,-660658.8613061219,626075.0231698687,636502.8249582166,-515826.66907723824,533487.8576574292,-51027.87361059235,-25239.896415125237,66333.62418750979,49790.116508715546,-14632.49663874081,-31941.276178426513,-0.6295878501832058,-0.15588333455999154,-0.28744163653080423,-0.32063424835077076,-0.15927363261347943,0.19630541584620392,-15.164613052551408,-16.374952941961734,-0.02199483861593527,0.0008277114452514083,-0.0007041282638855431,6.077890337088751e-05,1.3564996970801688,0.021616518397191625,0.007055875613805958,-101.70885542062692,-0.003924306599146807,0.0158838864614865,-0.021189662475123012,16516.23310056786,-21161.286308597428,2.0
